age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, salary
57, Private, 278228, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
50, Private, 92968, Bachelors, 13, Never-married, Sales, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
50, Private, 136836, HS-grad, 9, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
42, Private, 85995, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
42, Self-emp-not-inc, 308279, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 21, United-States, <=50K
20, Private, 56322, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
61, ?, 179761, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, >50K
20, Private, 312017, Some-college, 10, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 40, Germany, <=50K
18, Private, 186909, HS-grad, 9, Never-married, Sales, Other-relative, White, Female, 1055, 0, 30, United-States, <=50K
21, Private, 235442, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 355918, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States, >50K
20, Private, 122649, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
50, Local-gov, 259377, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 15024, 0, 40, United-States, >50K
47, Private, 74305, Bachelors, 13, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
80, Self-emp-not-inc, 34340, 7th-8th, 4, Widowed, Farming-fishing, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
38, Private, 101192, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 94081, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
51, Self-emp-inc, 167793, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
28, Private, 138692, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
23, Private, 96585, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
58, Private, 210673, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
54, Private, 98535, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
29, Private, 178244, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 205604, 5th-6th, 3, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 30, Mexico, <=50K
28, Private, 132078, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 237943, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
49, Self-emp-not-inc, 105614, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
60, Private, 355865, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
43, Private, 173316, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Self-emp-inc, 35662, Doctorate, 16, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 70, United-States, >50K
42, Self-emp-not-inc, 115323, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 7, ?, <=50K
48, Self-emp-not-inc, 164582, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 7298, 0, 60, United-States, >50K
39, Self-emp-not-inc, 52870, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
59, Private, 453067, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 36, United-States, >50K
31, Private, 345277, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 255014, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, >50K
34, Private, 152667, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 35, United-States, <=50K
34, Private, 103651, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
55, Self-emp-inc, 124137, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
45, Self-emp-not-inc, 114396, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
44, State-gov, 244974, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 44, United-States, >50K
54, Private, 135803, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 15024, 0, 60, South, >50K
24, Private, 119156, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 252506, Some-college, 10, Divorced, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
34, State-gov, 117503, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 20, Italy, <=50K
25, State-gov, 117833, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 19, United-States, <=50K
28, Private, 394927, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Self-emp-not-inc, 259323, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 70, United-States, <=50K
37, Private, 110713, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
31, Private, 263561, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2246, 45, United-States, >50K
33, Private, 177331, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
59, Private, 230039, HS-grad, 9, Never-married, Exec-managerial, Unmarried, White, Female, 0, 625, 38, United-States, <=50K
45, Private, 170099, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 283613, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 43, United-States, <=50K
56, Self-emp-inc, 184598, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 99, United-States, <=50K
27, Private, 185647, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, >50K
47, Self-emp-inc, 192894, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 45, United-States, >50K
40, Self-emp-not-inc, 284706, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, 0, 1977, 60, United-States, >50K
27, Private, 131679, Assoc-voc, 11, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
41, Private, 121718, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Italy, <=50K
55, Private, 202559, Bachelors, 13, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Male, 0, 0, 35, Philippines, <=50K
28, Private, 75695, Some-college, 10, Separated, Other-service, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
33, Self-emp-inc, 206609, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
17, Private, 234780, HS-grad, 9, Never-married, Farming-fishing, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
27, Private, 178778, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
63, Federal-gov, 95680, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 18, United-States, >50K
39, Private, 196673, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 5013, 0, 40, United-States, <=50K
67, Self-emp-not-inc, 139960, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Self-emp-inc, 397280, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 72, ?, <=50K
54, Private, 421561, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
42, Private, 340234, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, 15024, 0, 40, United-States, >50K
25, Private, 182866, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 206512, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K
33, Private, 357954, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 35, India, <=50K
37, Private, 204145, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
59, Private, 157305, Preschool, 1, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, Dominican-Republic, <=50K
64, Federal-gov, 173754, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 321435, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 209894, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
22, Private, 306967, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
35, Private, 52187, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
40, Private, 77357, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
48, Self-emp-not-inc, 328606, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Male, 14084, 0, 63, United-States, >50K
35, Self-emp-not-inc, 195744, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
18, State-gov, 191117, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
36, Private, 135289, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K
27, Private, 156266, 9th, 5, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
23, Private, 154210, Some-college, 10, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male, 0, 0, 14, Puerto-Rico, <=50K
61, ?, 160625, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 4386, 0, 15, United-States, >50K
33, Self-emp-not-inc, 249249, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
26, Private, 190330, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
44, Private, 201924, Bachelors, 13, Divorced, Sales, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
47, Federal-gov, 227244, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 50, United-States, >50K
29, Private, 160731, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
32, Private, 183811, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 2829, 0, 40, United-States, <=50K
41, Self-emp-not-inc, 254818, Masters, 14, Divorced, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, Peru, <=50K
45, Private, 295046, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
65, Private, 190568, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 810, 36, United-States, <=50K
33, Self-emp-not-inc, 295621, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 25, United-States, >50K
32, Private, 204567, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 99999, 0, 60, United-States, >50K
49, Private, 186982, Some-college, 10, Separated, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, >50K
38, Private, 133586, HS-grad, 9, Married-civ-spouse, Protective-serv, Own-child, White, Male, 0, 0, 45, United-States, <=50K
24, Private, 278155, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
22, State-gov, 190625, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States, <=50K
33, Private, 203488, Some-college, 10, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
31, Local-gov, 243665, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 41, United-States, >50K
64, Private, 110150, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 198316, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
47, Self-emp-not-inc, 199058, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
39, Private, 137522, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 0, 0, 40, ?, >50K
39, Private, 286789, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
54, Private, 172962, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 249644, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 48, United-States, >50K
60, ?, 230165, Bachelors, 13, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 40, United-States, <=50K
29, Private, 351731, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Self-emp-inc, 204247, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
22, Self-emp-inc, 150683, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 24, United-States, <=50K
63, ?, 447079, HS-grad, 9, Never-married, ?, Not-in-family, White, Male, 0, 0, 15, United-States, <=50K
24, Self-emp-inc, 142404, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
19, ?, 252292, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 111450, 12th, 8, Never-married, Other-service, Unmarried, Black, Male, 0, 0, 38, United-States, <=50K
17, Self-emp-not-inc, 228786, 10th, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 24, United-States, <=50K
17, Private, 191910, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K
48, Self-emp-not-inc, 209057, Bachelors, 13, Married-spouse-absent, Sales, Own-child, White, Male, 0, 0, 50, United-States, >50K
65, Private, 154171, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 20051, 0, 60, United-States, >50K
27, Private, 94064, Assoc-voc, 11, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 485496, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
31, Private, 118551, 9th, 5, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
63, Private, 180911, 11th, 7, Married-civ-spouse, Protective-serv, Husband, White, Male, 4386, 0, 37, United-States, >50K
38, Private, 49020, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 131568, 7th-8th, 4, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 20, United-States, <=50K
46, Private, 332355, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 204501, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
56, Local-gov, 305767, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China, <=50K
53, Private, 102828, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, >50K
20, ?, 346341, Some-college, 10, Never-married, ?, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
27, Private, 285897, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1848, 45, United-States, >50K
46, Private, 394860, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 55929, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
37, Private, 161141, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
49, Private, 165468, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 55, United-States, >50K
56, Self-emp-not-inc, 162130, 5th-6th, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 67, United-States, >50K
